story_id,target_ts,kind,created_ts,enqueued_ts,done_ts
46890077,1770233400,obs_30m,1770231600,1770232581,1770233781
46890077,1770318000,label_24h,1770231600,1770232581,1770318382
46890064,1770233346,obs_30m,1770231546,1770232581,1770233781
46890064,1770317946,label_24h,1770231546,1770232581,1770318382
46890060,1770233333,obs_30m,1770231533,1770232581,1770233781
46890060,1770317933,label_24h,1770231533,1770232581,1770318382
46890057,1770233321,obs_30m,1770231521,1770232581,1770233781
46890057,1770317921,label_24h,1770231521,1770232581,1770318382
46890054,1770233292,obs_30m,1770231492,1770232581,1770233781
46890054,1770317892,label_24h,1770231492,1770232581,1770318382
46890047,1770233246,obs_30m,1770231446,1770232581,1770233781
46890047,1770317846,label_24h,1770231446,1770232581,1770318382
46890034,1770233206,obs_30m,1770231406,1770232581,1770233781
46890034,1770317806,label_24h,1770231406,1770232581,1770318382
46890027,1770233175,obs_30m,1770231375,1770232581,1770233181
46890027,1770317775,label_24h,1770231375,1770232581,1770317782
46890013,1770233128,obs_30m,1770231328,1770232581,1770233181
46890013,1770317728,label_24h,1770231328,1770232581,1770317782
46889985,1770233020,obs_30m,1770231220,1770232581,1770233181
46889985,1770317620,label_24h,1770231220,1770232581,1770317782
46889978,1770232980,obs_30m,1770231180,1770232581,1770233181
46889978,1770317580,label_24h,1770231180,1770232581,1770317782
46889961,1770232897,obs_30m,1770231097,1770232581,1770233181
46889961,1770317497,label_24h,1770231097,1770232581,1770317782
46889957,1770232856,obs_30m,1770231056,1770232581,1770233181
46889957,1770317456,label_24h,1770231056,1770232581,1770317782
46889952,1770232841,obs_30m,1770231041,1770232581,1770233181
46889952,1770317441,label_24h,1770231041,1770232581,1770317782
46889922,1770232695,obs_30m,1770230895,1770232581,1770233181
46889922,1770317295,label_24h,1770230895,1770232581,1770317782
46889915,1770232682,obs_30m,1770230882,1770232581,1770233181
46889915,1770317282,label_24h,1770230882,1770232581,1770317782
46889913,1770232682,obs_30m,1770230882,1770232581,1770233181
46889913,1770317282,label_24h,1770230882,1770232581,1770317782
46889900,1770232607,obs_30m,1770230807,1770232581,1770233181
46889900,1770317207,label_24h,1770230807,1770232581,1770317782
46889889,1770232555,obs_30m,1770230755,1770232581,1770232581
46889889,1770317155,label_24h,1770230755,1770232581,1770317182
46889878,1770232505,obs_30m,1770230705,1770232581,1770232581
46889878,1770317105,label_24h,1770230705,1770232581,1770317182
46889865,1770232447,obs_30m,1770230647,1770232581,1770232581
46889865,1770317047,label_24h,1770230647,1770232581,1770317182
46889838,1770232340,obs_30m,1770230540,1770232581,1770232581
46889838,1770316940,label_24h,1770230540,1770232581,1770317182
46889831,1770232322,obs_30m,1770230522,1770232581,1770232581
46889831,1770316922,label_24h,1770230522,1770232581,1770317182
46889818,1770232275,obs_30m,1770230475,1770232581,1770232581
46889818,1770316875,label_24h,1770230475,1770232581,1770317182
46889812,1770232258,obs_30m,1770230458,1770232581,1770232581
46889812,1770316858,label_24h,1770230458,1770232581,1770317182
46889795,1770232177,obs_30m,1770230377,1770232581,1770232581
46889795,1770316777,label_24h,1770230377,1770232581,1770317182
46889787,1770232147,obs_30m,1770230347,1770232581,1770232581
46889787,1770316747,label_24h,1770230347,1770232581,1770317182
46889783,1770232135,obs_30m,1770230335,1770232581,1770232581
46889783,1770316735,label_24h,1770230335,1770232581,1770317182
46889763,1770232070,obs_30m,1770230270,1770232581,1770232581
46889763,1770316670,label_24h,1770230270,1770232581,1770317182
46889741,1770231997,obs_30m,1770230197,1770232581,1770232581
46889741,1770316597,label_24h,1770230197,1770232581,1770317182
46889730,1770231951,obs_30m,1770230151,1770232581,1770232581
46889730,1770316551,label_24h,1770230151,1770232581,1770316582
46889728,1770231934,obs_30m,1770230134,1770232581,1770232581
46889728,1770316534,label_24h,1770230134,1770232581,1770316582
46889723,1770231916,obs_30m,1770230116,1770232581,1770232581
46889723,1770316516,label_24h,1770230116,1770232581,1770316582
46889716,1770231900,obs_30m,1770230100,1770232581,1770232581
46889716,1770316500,label_24h,1770230100,1770232581,1770316582
46889714,1770231895,obs_30m,1770230095,1770232581,1770232581
46889714,1770316495,label_24h,1770230095,1770232581,1770316582
46889710,1770231869,obs_30m,1770230069,1770232581,1770232581
46889710,1770316469,label_24h,1770230069,1770232581,1770316582
46889703,1770231848,obs_30m,1770230048,1770232581,1770232581
46889703,1770316448,label_24h,1770230048,1770232581,1770316582
46889687,1770231772,obs_30m,1770229972,1770232581,1770232581
46889687,1770316372,label_24h,1770229972,1770232581,1770316582
46889678,1770231733,obs_30m,1770229933,1770232581,1770232581
46889678,1770316333,label_24h,1770229933,1770232581,1770316582
46889663,1770231701,obs_30m,1770229901,1770232581,1770232581
46889663,1770316301,label_24h,1770229901,1770232581,1770316582
46889661,1770231698,obs_30m,1770229898,1770232581,1770232581
46889661,1770316298,label_24h,1770229898,1770232581,1770316582
46889658,1770231685,obs_30m,1770229885,1770232581,1770232581
46889658,1770316285,label_24h,1770229885,1770232581,1770316582
46889655,1770231677,obs_30m,1770229877,1770232581,1770232581
46889655,1770316277,label_24h,1770229877,1770232581,1770316582
46889643,1770231647,obs_30m,1770229847,1770232581,1770232581
46889643,1770316247,label_24h,1770229847,1770232581,1770316582
46889639,1770231640,obs_30m,1770229840,1770232581,1770232581
46889639,1770316240,label_24h,1770229840,1770232581,1770316582
46889636,1770231635,obs_30m,1770229835,1770232581,1770232581
46889636,1770316235,label_24h,1770229835,1770232581,1770316582
46889621,1770231573,obs_30m,1770229773,1770232581,1770232581
46889621,1770316173,label_24h,1770229773,1770232581,1770316582
46889576,1770231428,obs_30m,1770229628,1770232581,1770232581
46889576,1770316028,label_24h,1770229628,1770232581,1770316582
46889575,1770231425,obs_30m,1770229625,1770232581,1770232581
46889575,1770316025,label_24h,1770229625,1770232581,1770316582
46889574,1770231423,obs_30m,1770229623,1770232581,1770232581
46889574,1770316023,label_24h,1770229623,1770232581,1770316582
46889570,1770231391,obs_30m,1770229591,1770232581,1770232581
46889570,1770315991,label_24h,1770229591,1770232581,1770316582
46889561,1770231326,obs_30m,1770229526,1770232581,1770232581
46889561,1770315926,label_24h,1770229526,1770232581,1770315982
46889556,1770231301,obs_30m,1770229501,1770232581,1770232581
46889556,1770315901,label_24h,1770229501,1770232581,1770315982
46889534,1770231186,obs_30m,1770229386,1770232581,1770232581
46889534,1770315786,label_24h,1770229386,1770232581,1770315982
46889532,1770231179,obs_30m,1770229379,1770232581,1770232581
46889532,1770315779,label_24h,1770229379,1770232581,1770315982
46889523,1770231140,obs_30m,1770229340,1770232581,1770232581
46889523,1770315740,label_24h,1770229340,1770232581,1770315982
46889517,1770231119,obs_30m,1770229319,1770232581,1770232581
46889517,1770315719,label_24h,1770229319,1770232581,1770315982
46889512,1770231108,obs_30m,1770229308,1770232581,1770232581
46889512,1770315708,label_24h,1770229308,1770232581,1770315982
46889497,1770231056,obs_30m,1770229256,1770232581,1770232581
46889497,1770315656,label_24h,1770229256,1770232581,1770315982
46889447,1770230825,obs_30m,1770229025,1770232581,1770232581
46889447,1770315425,label_24h,1770229025,1770232581,1770315982
46889444,1770230822,obs_30m,1770229022,1770232581,1770232581
46889444,1770315422,label_24h,1770229022,1770232581,1770315982
46889425,1770230730,obs_30m,1770228930,1770232581,1770232581
46889425,1770315330,label_24h,1770228930,1770232581,1770315382
46889423,1770230727,obs_30m,1770228927,1770232581,1770232581
46889423,1770315327,label_24h,1770228927,1770232581,1770315382
46889419,1770230714,obs_30m,1770228914,1770232581,1770232581
46889419,1770315314,label_24h,1770228914,1770232581,1770315382
46889390,1770230612,obs_30m,1770228812,1770232581,1770232581
46889390,1770315212,label_24h,1770228812,1770232581,1770315382
46889385,1770230590,obs_30m,1770228790,1770232581,1770232581
46889385,1770315190,label_24h,1770228790,1770232581,1770315382
46889383,1770230587,obs_30m,1770228787,1770232581,1770232581
46889383,1770315187,label_24h,1770228787,1770232581,1770315382
46889344,1770230429,obs_30m,1770228629,1770232581,1770232581
46889344,1770315029,label_24h,1770228629,1770232581,1770315382
46889334,1770230396,obs_30m,1770228596,1770232581,1770232581
46889334,1770314996,label_24h,1770228596,1770232581,1770315382
46889282,1770230176,obs_30m,1770228376,1770232581,1770232581
46889282,1770314776,label_24h,1770228376,1770232581,1770314782
46889264,1770230128,obs_30m,1770228328,1770232581,1770232581
46889264,1770314728,label_24h,1770228328,1770232581,1770314782
46889261,1770230115,obs_30m,1770228315,1770232581,1770232581
46889261,1770314715,label_24h,1770228315,1770232581,1770314782
46889249,1770230064,obs_30m,1770228264,1770232581,1770232581
46889249,1770314664,label_24h,1770228264,1770232581,1770314782
46889242,1770230032,obs_30m,1770228232,1770232581,1770232581
46889242,1770314632,label_24h,1770228232,1770232581,1770314782
46889240,1770230028,obs_30m,1770228228,1770232581,1770232581
46889240,1770314628,label_24h,1770228228,1770232581,1770314782
46889237,1770230020,obs_30m,1770228220,1770232581,1770232581
46889237,1770314620,label_24h,1770228220,1770232581,1770314782
46889180,1770229801,obs_30m,1770228001,1770232581,1770232581
46889180,1770314401,label_24h,1770228001,1770232581,1770314782
46889163,1770229739,obs_30m,1770227939,1770232581,1770232581
46889163,1770314339,label_24h,1770227939,1770232581,1770314782
46889144,1770229654,obs_30m,1770227854,1770232581,1770232581
46889144,1770314254,label_24h,1770227854,1770232581,1770314782
46889119,1770229577,obs_30m,1770227777,1770232581,1770232581
46889119,1770314177,label_24h,1770227777,1770232581,1770314182
46889088,1770229440,obs_30m,1770227640,1770232581,1770232581
46889088,1770314040,label_24h,1770227640,1770232581,1770314182
46889056,1770229308,obs_30m,1770227508,1770232581,1770232581
46889056,1770313908,label_24h,1770227508,1770232581,1770314182
46889045,1770229277,obs_30m,1770227477,1770232581,1770232581
46889045,1770313877,label_24h,1770227477,1770232581,1770314182
46889036,1770229251,obs_30m,1770227451,1770232581,1770232581
46889036,1770313851,label_24h,1770227451,1770232581,1770314182
46889034,1770229247,obs_30m,1770227447,1770232581,1770232581
46889034,1770313847,label_24h,1770227447,1770232581,1770314182
46889027,1770229231,obs_30m,1770227431,1770232581,1770232581
46889027,1770313831,label_24h,1770227431,1770232581,1770314182
46889024,1770229226,obs_30m,1770227426,1770232581,1770232581
46889024,1770313826,label_24h,1770227426,1770232581,1770314182
46889008,1770229166,obs_30m,1770227366,1770232581,1770232581
46889008,1770313766,label_24h,1770227366,1770232581,1770314182
46888956,1770228980,obs_30m,1770227180,1770232581,
46888956,1770313580,label_24h,1770227180,1770232581,1770313582
46888941,1770228920,obs_30m,1770227120,1770232581,
46888941,1770313520,label_24h,1770227120,1770232581,1770313582
46888929,1770228861,obs_30m,1770227061,1770232581,
46888929,1770313461,label_24h,1770227061,1770232581,1770313582
46888925,1770228842,obs_30m,1770227042,1770232581,
46888925,1770313442,label_24h,1770227042,1770232581,1770313582
46888919,1770228813,obs_30m,1770227013,1770232581,
46888919,1770313413,label_24h,1770227013,1770232581,1770313582
46888908,1770228800,obs_30m,1770227000,1770232581,
46888908,1770313400,label_24h,1770227000,1770232581,1770313582
46888906,1770228780,obs_30m,1770226980,1770232581,
46888906,1770313380,label_24h,1770226980,1770232581,1770313582
46888901,1770228753,obs_30m,1770226953,1770232581,
46888901,1770313353,label_24h,1770226953,1770232581,1770313582
46888900,1770228751,obs_30m,1770226951,1770232581,
46888900,1770313351,label_24h,1770226951,1770232581,1770313582
46888896,1770228738,obs_30m,1770226938,1770232581,
46888896,1770313338,label_24h,1770226938,1770232581,1770313582
46888891,1770228724,obs_30m,1770226924,1770232581,
46888891,1770313324,label_24h,1770226924,1770232581,1770313582
46888880,1770228655,obs_30m,1770226855,1770232581,
46888880,1770313255,label_24h,1770226855,1770232581,1770313582
46888879,1770228639,obs_30m,1770226839,1770232581,
46888879,1770313239,label_24h,1770226839,1770232581,1770313582
46888877,1770228637,obs_30m,1770226837,1770232581,
46888877,1770313237,label_24h,1770226837,1770232581,1770313582
46888874,1770228631,obs_30m,1770226831,1770232581,
46888874,1770313231,label_24h,1770226831,1770232581,1770313582
46888867,1770228604,obs_30m,1770226804,1770232581,
46888867,1770313204,label_24h,1770226804,1770232581,1770313582
46888847,1770228505,obs_30m,1770226705,1770232581,
46888847,1770313105,label_24h,1770226705,1770232581,1770313582
46888839,1770228492,obs_30m,1770226692,1770232581,
46888839,1770313092,label_24h,1770226692,1770232581,1770313582
46888834,1770228448,obs_30m,1770226648,1770232581,
46888834,1770313048,label_24h,1770226648,1770232581,1770313582
46888824,1770228400,obs_30m,1770226600,1770232581,
46888824,1770313000,label_24h,1770226600,1770232581,1770313582
46888823,1770228391,obs_30m,1770226591,1770232581,
46888823,1770312991,label_24h,1770226591,1770232581,1770313582
46888795,1770228305,obs_30m,1770226505,1770232581,
46888795,1770312905,label_24h,1770226505,1770232581,1770312982
46888791,1770228287,obs_30m,1770226487,1770232581,
46888791,1770312887,label_24h,1770226487,1770232581,1770312982
46888780,1770228263,obs_30m,1770226463,1770232581,
46888780,1770312863,label_24h,1770226463,1770232581,1770312982
46888775,1770228248,obs_30m,1770226448,1770232581,
46888775,1770312848,label_24h,1770226448,1770232581,1770312982
46888763,1770228190,obs_30m,1770226390,1770232581,
46888763,1770312790,label_24h,1770226390,1770232581,1770312982
46888761,1770228185,obs_30m,1770226385,1770232581,
46888761,1770312785,label_24h,1770226385,1770232581,1770312982
46888759,1770228184,obs_30m,1770226384,1770232581,
46888759,1770312784,label_24h,1770226384,1770232581,1770312982
46888756,1770228182,obs_30m,1770226382,1770232581,
46888756,1770312782,label_24h,1770226382,1770232581,1770312982
46888750,1770228166,obs_30m,1770226366,1770232581,
46888750,1770312766,label_24h,1770226366,1770232581,1770312982
46888741,1770228135,obs_30m,1770226335,1770232581,
46888741,1770312735,label_24h,1770226335,1770232581,1770312982
46888739,1770228130,obs_30m,1770226330,1770232581,
46888739,1770312730,label_24h,1770226330,1770232581,1770312982
46888717,1770228056,obs_30m,1770226256,1770232581,
46888717,1770312656,label_24h,1770226256,1770232581,1770312982
46888715,1770228039,obs_30m,1770226239,1770232581,
46888715,1770312639,label_24h,1770226239,1770232581,1770312982
46888711,1770228019,obs_30m,1770226219,1770232581,
46888711,1770312619,label_24h,1770226219,1770232581,1770312982
46888704,1770227996,obs_30m,1770226196,1770232581,
46888704,1770312596,label_24h,1770226196,1770232581,1770312982
46888692,1770227930,obs_30m,1770226130,1770232581,
46888692,1770312530,label_24h,1770226130,1770232581,1770312982
46888687,1770227915,obs_30m,1770226115,1770232581,
46888687,1770312515,label_24h,1770226115,1770232581,1770312982
46888678,1770227855,obs_30m,1770226055,1770232581,
46888678,1770312455,label_24h,1770226055,1770232581,1770312982
46888657,1770227746,obs_30m,1770225946,1770232581,
46888657,1770312346,label_24h,1770225946,1770232581,1770312382
46888637,1770227666,obs_30m,1770225866,1770232581,
46888637,1770312266,label_24h,1770225866,1770232581,1770312382
46888617,1770227558,obs_30m,1770225758,1770232581,
46888617,1770312158,label_24h,1770225758,1770232581,1770312382
46888603,1770227530,obs_30m,1770225730,1770232581,
46888603,1770312130,label_24h,1770225730,1770232581,1770312382
46888593,1770227463,obs_30m,1770225663,1770232581,
46888593,1770312063,label_24h,1770225663,1770232581,1770312382
46888586,1770227415,obs_30m,1770225615,1770232581,
46888586,1770312015,label_24h,1770225615,1770232581,1770312382
46888584,1770227400,obs_30m,1770225600,1770232581,
46888584,1770312000,label_24h,1770225600,1770232581,1770312382
46888582,1770227398,obs_30m,1770225598,1770232581,
46888582,1770311998,label_24h,1770225598,1770232581,1770312382
46888553,1770227272,obs_30m,1770225472,1770232581,
46888553,1770311872,label_24h,1770225472,1770232581,1770312382
46888552,1770227270,obs_30m,1770225470,1770232581,
46888552,1770311870,label_24h,1770225470,1770232581,1770312382
46888551,1770227267,obs_30m,1770225467,1770232581,
46888551,1770311867,label_24h,1770225467,1770232581,1770312382
46888532,1770227204,obs_30m,1770225404,1770232581,
46888532,1770311804,label_24h,1770225404,1770232581,1770312382
46888520,1770227144,obs_30m,1770225344,1770232581,
46888520,1770311744,label_24h,1770225344,1770232581,1770311782
46888514,1770227137,obs_30m,1770225337,1770232581,
46888514,1770311737,label_24h,1770225337,1770232581,1770311782
46888509,1770227097,obs_30m,1770225297,1770232581,
46888509,1770311697,label_24h,1770225297,1770232581,1770311782
46888500,1770227072,obs_30m,1770225272,1770232581,
46888500,1770311672,label_24h,1770225272,1770232581,1770311782
46888498,1770227058,obs_30m,1770225258,1770232581,
46888498,1770311658,label_24h,1770225258,1770232581,1770311782
46888476,1770226931,obs_30m,1770225131,1770232581,
46888476,1770311531,label_24h,1770225131,1770232581,1770311782
46888463,1770226871,obs_30m,1770225071,1770232581,
46888463,1770311471,label_24h,1770225071,1770232581,1770311782
46888458,1770226857,obs_30m,1770225057,1770232581,
46888458,1770311457,label_24h,1770225057,1770232581,1770311782
46888457,1770226848,obs_30m,1770225048,1770232581,
46888457,1770311448,label_24h,1770225048,1770232581,1770311782
46888454,1770226837,obs_30m,1770225037,1770232581,
46888454,1770311437,label_24h,1770225037,1770232581,1770311782
46888441,1770226768,obs_30m,1770224968,1770232581,
46888441,1770311368,label_24h,1770224968,1770232581,1770311782
46888438,1770226750,obs_30m,1770224950,1770232581,
46888438,1770311350,label_24h,1770224950,1770232581,1770311782
46888423,1770226692,obs_30m,1770224892,1770232581,
46888423,1770311292,label_24h,1770224892,1770232581,1770311782
46888414,1770226659,obs_30m,1770224859,1770232581,
46888414,1770311259,label_24h,1770224859,1770232581,1770311782
46888412,1770226656,obs_30m,1770224856,1770232581,
46888412,1770311256,label_24h,1770224856,1770232581,1770311782
46888384,1770226511,obs_30m,1770224711,1770232581,
46888384,1770311111,label_24h,1770224711,1770232581,1770311181
46888365,1770226416,obs_30m,1770224616,1770232581,
46888365,1770311016,label_24h,1770224616,1770232581,1770311181
46888339,1770226304,obs_30m,1770224504,1770232581,
46888339,1770310904,label_24h,1770224504,1770232581,1770311181
46888337,1770226303,obs_30m,1770224503,1770232581,
46888337,1770310903,label_24h,1770224503,1770232581,1770311181
46888334,1770226279,obs_30m,1770224479,1770232581,
46888334,1770310879,label_24h,1770224479,1770232581,1770311181
46888323,1770226256,obs_30m,1770224456,1770232581,
46888323,1770310856,label_24h,1770224456,1770232581,1770311181
46888318,1770226235,obs_30m,1770224435,1770232581,
46888318,1770310835,label_24h,1770224435,1770232581,1770311181
46888317,1770226234,obs_30m,1770224434,1770232581,
46888317,1770310834,label_24h,1770224434,1770232581,1770311181
46888311,1770226209,obs_30m,1770224409,1770232581,
46888311,1770310809,label_24h,1770224409,1770232581,1770311181
46888301,1770226169,obs_30m,1770224369,1770232581,
46888301,1770310769,label_24h,1770224369,1770232581,1770311181
46888280,1770226069,obs_30m,1770224269,1770232581,
46888280,1770310669,label_24h,1770224269,1770232581,1770311181
46888267,1770226011,obs_30m,1770224211,1770232581,
46888267,1770310611,label_24h,1770224211,1770232581,1770311181
46888258,1770225971,obs_30m,1770224171,1770232581,
46888258,1770310571,label_24h,1770224171,1770232581,1770310581
46888253,1770225927,obs_30m,1770224127,1770232581,
46888253,1770310527,label_24h,1770224127,1770232581,1770310581
46888246,1770225905,obs_30m,1770224105,1770232581,
46888246,1770310505,label_24h,1770224105,1770232581,1770310581
46888243,1770225891,obs_30m,1770224091,1770232581,
46888243,1770310491,label_24h,1770224091,1770232581,1770310581
46888229,1770225823,obs_30m,1770224023,1770232581,
46888229,1770310423,label_24h,1770224023,1770232581,1770310581
46888228,1770225820,obs_30m,1770224020,1770232581,
46888228,1770310420,label_24h,1770224020,1770232581,1770310581
46888227,1770225811,obs_30m,1770224011,1770232581,
46888227,1770310411,label_24h,1770224011,1770232581,1770310581
46888213,1770225769,obs_30m,1770223969,1770232581,
46888213,1770310369,label_24h,1770223969,1770232581,1770310581
46888193,1770225639,obs_30m,1770223839,1770232581,
46888193,1770310239,label_24h,1770223839,1770232581,1770310581
46888192,1770225633,obs_30m,1770223833,1770232581,
46888192,1770310233,label_24h,1770223833,1770232581,1770310581
46888170,1770225535,obs_30m,1770223735,1770232581,
46888170,1770310135,label_24h,1770223735,1770232581,1770310581
46888147,1770225452,obs_30m,1770223652,1770232581,
46888147,1770310052,label_24h,1770223652,1770232581,1770310581
46888142,1770225446,obs_30m,1770223646,1770232581,
46888142,1770310046,label_24h,1770223646,1770232581,1770310581
46888128,1770225411,obs_30m,1770223611,1770232581,
46888128,1770310011,label_24h,1770223611,1770232581,1770310581
46888113,1770225369,obs_30m,1770223569,1770232581,
46888113,1770309969,label_24h,1770223569,1770232581,1770309981
46888100,1770225319,obs_30m,1770223519,1770232581,
46888100,1770309919,label_24h,1770223519,1770232581,1770309981
46888095,1770225280,obs_30m,1770223480,1770232581,
46888095,1770309880,label_24h,1770223480,1770232581,1770309981
46888088,1770225260,obs_30m,1770223460,1770232581,
46888088,1770309860,label_24h,1770223460,1770232581,1770309981
46888084,1770225228,obs_30m,1770223428,1770232581,
46888084,1770309828,label_24h,1770223428,1770232581,1770309981
46888083,1770225225,obs_30m,1770223425,1770232581,
46888083,1770309825,label_24h,1770223425,1770232581,1770309981
46888077,1770225214,obs_30m,1770223414,1770232581,
46888077,1770309814,label_24h,1770223414,1770232581,1770309981
46888076,1770225207,obs_30m,1770223407,1770232581,
46888076,1770309807,label_24h,1770223407,1770232581,1770309981
46888069,1770225187,obs_30m,1770223387,1770232581,
46888069,1770309787,label_24h,1770223387,1770232581,1770309981
46888061,1770225149,obs_30m,1770223349,1770232581,
46888061,1770309749,label_24h,1770223349,1770232581,1770309981
46888027,1770224990,obs_30m,1770223190,1770232581,
46888027,1770309590,label_24h,1770223190,1770232581,1770309981
46888010,1770224920,obs_30m,1770223120,1770232581,
46888010,1770309520,label_24h,1770223120,1770232581,1770309981
46888004,1770224895,obs_30m,1770223095,1770232581,
46888004,1770309495,label_24h,1770223095,1770232581,1770309981
46887995,1770224873,obs_30m,1770223073,1770232581,
46887995,1770309473,label_24h,1770223073,1770232581,1770309981
46887991,1770224859,obs_30m,1770223059,1770232581,
46887991,1770309459,label_24h,1770223059,1770232581,1770309981
46887948,1770224714,obs_30m,1770222914,1770232581,
46887948,1770309314,label_24h,1770222914,1770232581,1770309382
46887923,1770224564,obs_30m,1770222764,1770232581,
46887923,1770309164,label_24h,1770222764,1770232581,1770309382
46887920,1770224548,obs_30m,1770222748,1770232581,
46887920,1770309148,label_24h,1770222748,1770232581,1770309382
46887916,1770224528,obs_30m,1770222728,1770232581,
46887916,1770309128,label_24h,1770222728,1770232581,1770309382
46887896,1770224455,obs_30m,1770222655,1770232581,
46887896,1770309055,label_24h,1770222655,1770232581,1770309382
46887893,1770224451,obs_30m,1770222651,1770232581,
46887893,1770309051,label_24h,1770222651,1770232581,1770309382
46887870,1770224336,obs_30m,1770222536,1770232581,
46887870,1770308936,label_24h,1770222536,1770232581,1770309382
46887868,1770224318,obs_30m,1770222518,1770232581,
46887868,1770308918,label_24h,1770222518,1770232581,1770309382
46887860,1770224291,obs_30m,1770222491,1770232581,
46887860,1770308891,label_24h,1770222491,1770232581,1770309382
46887848,1770224247,obs_30m,1770222447,1770232581,
46887848,1770308847,label_24h,1770222447,1770232581,1770309382
46887818,1770224127,obs_30m,1770222327,1770232581,
46887818,1770308727,label_24h,1770222327,1770232581,1770308782
46887792,1770224040,obs_30m,1770222240,1770232581,
46887792,1770308640,label_24h,1770222240,1770232581,1770308782
46887785,1770224010,obs_30m,1770222210,1770232581,
46887785,1770308610,label_24h,1770222210,1770232581,1770308782
46887781,1770223997,obs_30m,1770222197,1770232581,
46887781,1770308597,label_24h,1770222197,1770232581,1770308782
46887750,1770223882,obs_30m,1770222082,1770232581,
46887750,1770308482,label_24h,1770222082,1770232581,1770308782
46887723,1770223786,obs_30m,1770221986,1770232581,
46887723,1770308386,label_24h,1770221986,1770232581,1770308782
46887702,1770223716,obs_30m,1770221916,1770232581,
46887702,1770308316,label_24h,1770221916,1770232581,1770308782
46887669,1770223574,obs_30m,1770221774,1770232581,
46887669,1770308174,label_24h,1770221774,1770232581,1770308182
46887665,1770223566,obs_30m,1770221766,1770232581,
46887665,1770308166,label_24h,1770221766,1770232581,1770308182
46887620,1770223366,obs_30m,1770221566,1770232581,
46887620,1770307966,label_24h,1770221566,1770232581,1770308182
46887619,1770223362,obs_30m,1770221562,1770232581,
46887619,1770307962,label_24h,1770221562,1770232581,1770308182
46887608,1770223319,obs_30m,1770221519,1770232581,
46887608,1770307919,label_24h,1770221519,1770232581,1770308182
46887574,1770223185,obs_30m,1770221385,1770232581,
46887574,1770307785,label_24h,1770221385,1770232581,1770308182
46887564,1770223135,obs_30m,1770221335,1770232581,
46887564,1770307735,label_24h,1770221335,1770232581,1770308182
46887547,1770223051,obs_30m,1770221251,1770232581,
46887547,1770307651,label_24h,1770221251,1770232581,1770308182
46887532,1770222981,obs_30m,1770221181,1770232581,
46887532,1770307581,label_24h,1770221181,1770232581,1770307582
46887521,1770222934,obs_30m,1770221134,1770232581,
46887521,1770307534,label_24h,1770221134,1770232581,1770307582
46887513,1770222896,obs_30m,1770221096,1770232581,
46887513,1770307496,label_24h,1770221096,1770232581,1770307582
46887507,1770222870,obs_30m,1770221070,1770232581,
46887507,1770307470,label_24h,1770221070,1770232581,1770307582
46887502,1770222859,obs_30m,1770221059,1770232581,
